BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1
800186893,KIER BUILDING SERV ENGINEERS  ,10302566,108,60,REACTIVE MEP                            ,09/01/2023,,Property Department,Works - Construction
800186915,KIER BUILDING SERV ENGINEERS  ,10302603,1,"1,500.77",PLANNED MEP                             ,09/01/2023,"3,054.29",Property Department,Works - Construction
800186915,KIER BUILDING SERV ENGINEERS  ,10302603,2,"1,553.52",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800187832,KIER BUILDING SERV ENGINEERS  ,10302604,1,"11,918.02",PLANNED MEP                             ,26/01/2023,"24,254.99",Property Department,Works - Construction
800187832,KIER BUILDING SERV ENGINEERS  ,10302604,2,"12,336.97",PLANNED MEP                             ,26/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,1,"2,398.23",PLANNED MEP                             ,09/01/2023,"66,775.49",Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,2,881.6,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,3,"1,451.31",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,4,"1,282.09",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,5,"1,114.54",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,6,833,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,7,"1,417.13",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,8,"1,283.92",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,9,"1,127.79",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,10,942.45,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,11,"1,074.76",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,12,"1,236.38",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,13,"1,601.01",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,14,"1,572.66",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,15,935.53,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,16,969.49,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,17,846.52,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,18,"1,085.16",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,19,"1,553.92",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,20,"2,369.31",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,21,"2,223.31",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,22,"1,526.61",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,23,"1,381.00",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,24,"1,489.12",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,25,"1,602.06",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,26,"1,447.41",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,27,"1,916.89",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,28,"1,067.18",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,29,"1,042.99",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,30,"1,333.98",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,31,849.56,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,32,"1,012.60",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,33,"3,826.49",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,34,996.33,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,35,"1,435.51",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,36,979.86,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,37,"2,248.87",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,38,"1,452.43",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,39,"1,199.10",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,40,"2,231.83",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,41,"1,747.15",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,42,"1,434.30",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,43,"1,609.81",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186899,KIER BUILDING SERV ENGINEERS  ,10302606,44,"4,744.30",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,1,703.15,PLANNED MEP                             ,09/01/2023,"19,554.70",Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,2,258.48,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,3,375.9,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,4,244.23,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,5,425.52,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,6,326.78,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,7,276.32,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,8,376.44,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,9,330.66,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,10,415.49,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,11,315.11,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,12,362.5,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,13,469.41,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,14,461.1,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,15,248.2,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,16,694.67,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,17,404.9,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,18,284.25,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,19,469.72,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,20,318.16,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,21,455.6,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,22,274.29,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,23,628.34,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,24,447.59,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,25,436.6,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,26,312.89,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,27,305.8,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,28,391.12,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,29,562.02,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,30,424.37,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,31,425.84,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,32,292.12,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,33,659.36,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,34,"1,121.91",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,35,420.88,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,36,249.09,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,37,351.57,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,38,512.26,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,39,296.89,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,40,287.29,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,41,420.53,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,42,471.99,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,43,"1,391.00",PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800186916,KIER BUILDING SERV ENGINEERS  ,10302651,44,654.36,PLANNED MEP                             ,09/01/2023,,Property Department,Works - Construction
800187638,KIER BUILDING SERV ENGINEERS  ,10303271,1,"4,436.73",REACTIVE MEP                            ,19/01/2023,"7,303.97",Property Department,Works - Construction
800187638,KIER BUILDING SERV ENGINEERS  ,10303271,2,769.2,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187638,KIER BUILDING SERV ENGINEERS  ,10303271,3,"2,098.04",REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,1,228.46,REACTIVE MEP                            ,19/01/2023,"13,552.62",Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,2,299.6,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,3,53.61,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,4,57.11,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,5,110.76,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,6,57.11,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,7,0.57,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,8,228.46,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,9,34.39,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,10,114.23,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,11,57.11,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,12,85.67,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,13,57.11,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,14,440.76,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,15,52.91,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,16,51.53,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,17,37.96,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,18,168.42,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,19,51.4,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,20,57.11,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,21,11.46,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,22,136.12,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,23,65.53,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,24,39.31,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,25,119.94,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,26,126.6,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,27,118.04,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,28,59.02,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,29,143.98,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,30,89.48,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,31,94.24,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,32,150.79,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,33,79.36,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,34,109.47,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,35,51.14,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,36,93.47,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,37,236.07,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,38,183.77,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,39,79.01,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,40,173.71,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,41,85.53,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,42,51.4,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,43,60.84,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,44,110.22,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,45,12.38,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,46,121.84,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,47,228.45,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,48,73.84,REACTIVE BUILDING FABRIC                ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,49,193.94,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,50,135.17,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,51,105.81,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,52,121.69,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,53,94.24,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,54,89.94,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,55,111.37,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,56,102.29,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,57,228.46,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,58,36.42,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,59,400,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,60,440.88,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,61,17.14,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,62,19.87,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,63,1.09,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,64,110,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,65,110,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,66,112.51,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,67,84.91,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,68,171.34,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,69,110,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,70,110,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,71,19.99,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,72,110,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,73,110,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,74,60.88,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,75,117.72,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,76,110,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,77,52.91,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,78,7.38,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,79,112.6,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,80,3.4,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,81,107.06,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,82,154.71,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,83,36.92,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,84,57.17,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,85,57.11,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,86,17.32,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,87,95.07,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,88,50.79,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,89,57.11,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,90,46.61,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,91,2.65,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,92,127.37,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,93,0.88,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,94,50.45,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,95,15.98,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,96,38.08,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,97,14.28,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,98,92.3,REACTIVE BUILDING FABRIC                ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,99,67.5,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,100,57.11,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,101,6.27,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,102,185.64,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,103,119.06,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,104,"1,781.39",REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,105,37.53,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,106,110,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
800187640,KIER BUILDING SERV ENGINEERS  ,10303278,107,5.44,REACTIVE MEP                            ,19/01/2023,,Property Department,Works - Construction
